Unidad;Participante;Descripción;Año;Periodo tarifario;GD_A_E0;GD_A_E1;GD_A_E2_A;GD_A_E2_B;GD_A_E3;GD_A_E4;GD_A_E5;GD_A_E6;GD_S_E0;GD_S_E1;GD_S_E2_A;GD_S_E2_B;GD_S_E3;GD_S_E4;GD_S_E5;GD_S_E6;ED_A_E0;ED_A_E1;ED_A_E2_A;ED_A_E2_B;ED_A_E3;ED_A_E4;ED_A_E5;ED_A_E6;ED_S_E0;ED_S_E1;ED_S_E2_A;ED_S_E2_B;ED_S_E3;ED_S_E4;ED_S_E5;ED_S_E6;AG_RE_TOTAL;DD_A_E0;DD_A_E1;DD_A_E2_A;DD_A_E2_B;DD_A_E3;DD_A_E4;DD_A_E5;DD_A_E6;DD_S_E0;DD_S_E1;DD_S_E2_A;DD_S_E2_B;DD_S_E3;DD_S_E4;DD_S_E5;DD_S_E6;DT_A_TOTAL;DT_S_TOTAL;CL_E0;CL_E1;CL_E2;CL_E3;CL_E4;CL_E5;CL_E6
R1-017;0189;MAESTRAZGO DISTRIBUCIÓN ELÉCTRICA, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;494.193;0;0;0;0;0;0;0;2.372;0;0;0;0;0;1.540.314;0;0;394.329;630.462;2.439.726;3.880.659;0;0;0;0;4.121;19;0;0;0;0;0;0;6.852.632;2.864;1.851.220;0;0;0;0
R1-017;0189;MAESTRAZGO DISTRIBUCIÓN ELÉCTRICA, S.L.;2.019;6;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2.157.723;0;0;0;0;0;0;0;13.743;0;0;0;0;0;3.218.570;0;0;2.468.644;3.333.352;13.492.419;17.135.008;0;0;0;0;2.422;1.888;0;126;0;0;0;0;33.660.338;13.428;4.713.996;0;0;0;0
R1-018;0113;ESTABANELL Y PAHISA ENERGÍA, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269.637;0;0;0;0;0;0;0;676;0;0;0;0;0;0;469.830;0;0;339.709;0;0;0;0;0;0;0;2;0;0;0;0;0;37.010.676;0;27.062.343;431.670;5.877.427;0;0;0;0
R1-018;0113;ESTABANELL Y PAHISA ENERGÍA, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;426.984;0;0;0;0;0;0;0;519;0;0;0;0;0;0;426.905;0;0;468.928;0;0;0;0;0;0;0;6;0;0;0;0;0;46.070.297;0;33.255.229;511.123;7.608.783;0;0;0;0
R1-018;0113;ESTABANELL Y PAHISA ENERGÍA, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134.333;0;0;0;0;0;0;0;84;0;0;0;0;0;0;210.099;0;0;214.776;0;0;0;0;0;0;0;0;0;0;0;0;0;22.056.299;0;15.939.729;261.917;3.932.942;0;0;0;0
R1-018;0113;ESTABANELL Y PAHISA ENERGÍA, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218.610;0;0;0;0;0;0;0;118;0;0;0;0;0;0;375.966;0;0;333.880;0;0;0;0;0;0;0;0;0;0;0;0;0;34.386.982;1;24.500.642;419.152;6.441.803;0;0;0;0
R1-018;0113;ESTABANELL Y PAHISA ENERGÍA, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457.930;0;0;0;0;0;0;0;147;0;0;0;0;0;0;658.597;0;0;491.378;0;0;0;0;0;0;0;0;0;0;0;0;0;49.045.890;0;34.857.855;596.867;9.555.946;0;0;0;0
R1-018;0113;ESTABANELL Y PAHISA ENERGÍA, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.875.641;0;0;0;0;0;0;0;1.305;0;0;0;0;0;0;1.785.057;0;0;2.064.198;0;0;0;0;0;0;0;141.246;0;0;0;0;0;176.593.724;25;122.575.134;1.614.547;32.930.076;0;0;0;0
R1-019;0232;ELÉCTRICA DEL EBRO, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.752;0;0;9.021.314;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;7.462.534;0;36.760;0;0;0;0
R1-019;0232;ELÉCTRICA DEL EBRO, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.961;0;0;11.705.067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.531.029;0;32.913;0;0;0;0
R1-019;0232;ELÉCTRICA DEL EBRO, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.639;0;0;5.075.390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.514.391;0;31.958;0;0;0;0
R1-019;0232;ELÉCTRICA DEL EBRO, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.016;0;0;7.716.669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.763.561;0;45.189;0;0;0;0
R1-019;0232;ELÉCTRICA DEL EBRO, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.609;0;0;10.946.732;0;0;0;0;0;0;0;106;0;0;0;0;0;0;0;9.731.684;0;103.936;0;0;0;0
R1-019;0232;ELÉCTRICA DEL EBRO, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.358;0;0;50.700.059;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;43.258.934;0;261.118;0;0;0;0
R1-020;0345;PEUSA DISTRIBUCIÓ, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.206.495;0;0;0;0;0;0;0;71.064;0;0;0;0;0;57.242;0;0;12.239;0;0;3.015.458;0;0;0;0;419.799;0;0;272.430;0;0;0;0;4.991.665;0;1.180.208;0;0;0;0
R1-020;0345;PEUSA DISTRIBUCIÓ, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.955.620;0;0;0;0;0;0;0;38.528;0;0;0;0;0;38.247;0;0;26.079;0;0;3.422.432;0;0;0;0;491.189;0;0;339.629;0;0;0;0;6.689.377;0;1.357.456;0;0;0;0
R1-020;0345;PEUSA DISTRIBUCIÓ, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.050.192;0;0;0;0;0;0;0;71.385;0;0;0;0;0;29.347;0;0;2.454;0;0;1.450.092;0;0;0;0;279.903;0;0;247.788;0;0;0;0;2.950.094;0;765.435;0;0;0;0
R1-020;0345;PEUSA DISTRIBUCIÓ, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.452.458;0;0;0;0;0;0;0;70.501;0;0;0;0;0;52.303;0;0;3.397;0;0;2.869.374;0;0;0;0;455.504;0;0;396.552;0;0;0;0;4.906.037;0;1.187.346;0;0;0;0
R1-020;0345;PEUSA DISTRIBUCIÓ, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.478.543;0;0;0;0;0;0;0;26.976;0;0;0;0;0;73.666;0;0;6.789;0;0;2.700.026;0;0;0;0;719.765;0;0;1.504.854;0;0;0;0;6.802.738;0;1.670.810;0;0;0;0
R1-020;0345;PEUSA DISTRIBUCIÓ, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.258.538;0;0;0;0;0;0;0;382.364;0;0;0;0;0;156.922;0;0;101.285;0;0;16.529.469;0;0;0;0;2.425.232;0;0;3.669.503;0;0;0;0;28.813.908;0;6.366.871;0;0;0;0
R1-021;0034;SUMINISTRADORA ELÉCTRICA DE CÁDIZ, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190.733;0;0;0;0;3.969.192;28.615.504;0;0;0;0;0;0;52;0;0;0;0;0;22.664.498;2.498.807;6.948.351;0;0;0;0
R1-021;0034;SUMINISTRADORA ELÉCTRICA DE CÁDIZ, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126.453;0;0;0;0;5.263.002;37.082.720;0;0;0;0;0;0;87;0;0;0;0;0;29.410.933;2.999.031;8.627.051;0;0;0;0
R1-021;0034;SUMINISTRADORA ELÉCTRICA DE CÁDIZ, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97.122;0;0;0;0;2.514.960;19.184.248;0;0;0;0;0;0;24;0;0;0;0;0;15.034.762;1.637.366;5.320.319;0;0;0;0
R1-021;0034;SUMINISTRADORA ELÉCTRICA DE CÁDIZ, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166.209;0;0;0;0;3.892.271;30.507.981;0;0;0;0;0;0;173;0;0;0;0;0;23.518.586;2.645.935;8.516.825;0;0;0;0
R1-021;0034;SUMINISTRADORA ELÉCTRICA DE CÁDIZ, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281.977;0;0;0;0;5.906.698;43.623.032;0;0;0;0;0;0;314;0;0;0;0;0;32.416.706;3.679.760;12.358.630;0;0;0;0
R1-021;0034;SUMINISTRADORA ELÉCTRICA DE CÁDIZ, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;508.768;0;0;0;0;21.750.115;158.718.771;0;0;0;0;0;0;0;0;0;0;0;0;107.115.733;13.462.800;46.242.143;0;0;0;0
R1-022;0130;CENTRAL ELÉCTRICA SESTELO Y CIA, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.088.762;0;0;0;0;0;0;0;1.823;0;0;0;0;0;2.421;0;0;6.568.124;0;0;0;0;0;0;0;113.506;0;0;0;0;0;0;0;4.915.280;0;2.125.867;0;0;0;0
R1-022;0130;CENTRAL ELÉCTRICA SESTELO Y CIA, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.789.699;0;0;0;0;0;0;0;1.863;0;0;0;0;0;1.607;0;0;8.697.325;0;0;0;0;0;0;0;161.722;0;0;0;0;0;0;0;6.943.466;0;2.657.115;0;0;0;0
R1-022;0130;CENTRAL ELÉCTRICA SESTELO Y CIA, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;725.239;0;0;0;0;0;0;0;1.438;0;0;0;0;0;1.019;0;0;4.019.183;0;0;0;0;0;0;0;73.969;0;0;0;0;0;0;0;2.956.659;0;1.370.291;0;0;0;0
R1-022;0130;CENTRAL ELÉCTRICA SESTELO Y CIA, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.233.375;0;0;0;0;0;0;0;2.332;0;0;0;0;0;1.595;0;0;6.549.063;0;0;0;0;0;0;0;117.637;0;0;0;0;0;0;0;4.931.871;0;2.183.828;0;0;0;0
R1-022;0130;CENTRAL ELÉCTRICA SESTELO Y CIA, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.186.014;0;0;0;0;0;0;0;2.243;0;0;0;0;0;3.120;0;0;8.819.657;0;0;0;0;0;0;0;164.604;0;0;0;0;0;0;0;6.783.744;0;3.280.568;0;0;0;0
R1-022;0130;CENTRAL ELÉCTRICA SESTELO Y CIA, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.227.519;0;0;0;0;0;0;0;18.260;0;0;0;0;0;5.947;0;0;36.335.515;0;0;0;0;0;0;0;848.246;0;0;0;0;0;0;0;31.135.230;0;9.391.901;0;0;0;0
R1-023;0304;HIDROELÉCTRICA DEL GUADIELA I, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.467.307;0;0;0;0;0;0;0;1.085;0;0;0;615.355;0;0;0;0;1.751.758;2.297.290;0;0;0;61.189;47.655;0;666.838;0;0;0;0;0;495.821;2.365.762;155.479;999.523;2.293.701;0;0
R1-023;0304;HIDROELÉCTRICA DEL GUADIELA I, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.768.726;0;0;0;0;0;0;0;1.643;0;0;0;469.035;0;0;0;0;3.070.133;3.733.110;0;0;0;81.924;66.776;0;1.104.334;0;0;0;0;0;652.537;3.947.666;161.812;1.193.948;3.727.373;0;0
R1-023;0304;HIDROELÉCTRICA DEL GUADIELA I, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;939.292;0;0;0;0;0;0;0;1.833;0;0;0;284.761;0;0;0;0;2.377.057;2.220.500;0;0;0;28.855;32.789;0;67.860;0;0;0;0;0;299.938;2.350.156;98.116;662.542;2.217.673;0;0
R1-023;0304;HIDROELÉCTRICA DEL GUADIELA I, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.569.910;0;0;0;0;0;0;0;3.110;0;0;0;438.443;0;0;0;0;4.168.052;3.966.170;0;0;0;45.275;51.523;0;118.406;0;0;0;0;0;474.023;4.185.898;135.768;1.047.891;3.961.186;0;0
R1-023;0304;HIDROELÉCTRICA DEL GUADIELA I, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.790.522;0;0;0;0;0;0;0;3.009;0;0;0;756.737;0;0;0;0;4.620.806;4.439.100;0;0;0;80.773;79.564;0;1.724.785;0;0;0;0;0;739.219;5.614.730;200.505;1.564.179;4.434.871;0;0
R1-023;0304;HIDROELÉCTRICA DEL GUADIELA I, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.220.597;0;0;0;0;0;0;0;20.506;0;0;0;1.762.516;0;0;0;0;31.260.128;34.490.802;0;0;0;401.554;417.007;0;3.747.099;0;0;0;0;0;3.142.332;36.306.724;416.128;3.622.037;34.433.807;0;0
R1-024;0136;COOPERATIVA ELÉCTRICA ALBORENSE, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.134;0;0;144.227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132.921;0;0;0;0;0;0
R1-024;0136;COOPERATIVA ELÉCTRICA ALBORENSE, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.423;0;0;197.989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174.044;0;0;0;0;0;0
R1-024;0136;COOPERATIVA ELÉCTRICA ALBORENSE, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.364;0;0;84.334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79.446;0;0;0;0;0;0
R1-024;0136;COOPERATIVA ELÉCTRICA ALBORENSE, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.812;0;0;136.157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122.538;0;0;0;0;0;0
R1-024;0136;COOPERATIVA ELÉCTRICA ALBORENSE, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.402;0;0;191.310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172.305;0;0;0;0;0;0
R1-024;0136;COOPERATIVA ELÉCTRICA ALBORENSE, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.868;0;0;934.637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;791.437;0;0;0;0;0;0
R1-025;0405;INPECUARIAS POZOBLANCO, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.608.021;0;0;0;0;0;0;0;88.299;0;0;2.216.893;0;0;589.346;0;0;5.704.234;0;0;0;0;2.167.810;0;0;5.874;0;0;0;0;5.981.996;329.026;1.054.988;0;0;0;0
R1-025;0405;INPECUARIAS POZOBLANCO, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.463.779;0;0;0;0;0;0;0;101.573;0;0;1.488.194;0;0;796.878;0;0;8.564.916;0;0;0;0;2.882.134;0;0;12.554;0;0;0;0;7.733.788;393.892;1.414.734;0;0;0;0
R1-025;0405;INPECUARIAS POZOBLANCO, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.200.099;0;0;0;0;0;0;0;13.889;0;0;1.136.707;0;0;319.668;0;0;3.104.374;0;0;0;0;1.257.073;0;0;11.385;0;0;0;0;3.446.906;221.497;535.745;0;0;0;0
R1-025;0405;INPECUARIAS POZOBLANCO, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.060.626;0;0;0;0;0;0;0;26.781;0;0;1.794.897;0;0;512.458;0;0;4.897.743;0;0;0;0;2.002.443;0;0;24.316;0;0;0;0;5.336.634;354.825;1.006.550;0;0;0;0
R1-025;0405;INPECUARIAS POZOBLANCO, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.072.250;0;0;0;0;0;0;0;32.333;0;0;2.997.976;0;0;703.237;0;0;6.067.631;0;0;0;0;2.846.859;0;0;46.764;0;0;0;0;7.337.210;481.551;1.408.454;0;0;0;0
R1-025;0405;INPECUARIAS POZOBLANCO, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.530.192;0;0;0;0;0;0;0;129.616;0;0;5.646.548;0;0;3.256.840;0;0;26.811.240;0;0;0;0;12.543.383;0;0;532.653;0;0;0;0;29.202.966;1.884.957;5.961.137;0;0;0;0
R1-026;0030;ENERGÍAS DE ARAGÓN I, S.L.U. (EASA);2.019;1;0;0;0;0;0;5.577.064;0;0;0;83.659;33.833;0;0;39;0;0;0;4.007.552;186.841;0;331.357;6.575.042;0;7.545.281;0;1.977;2.172;0;110;15.367;0;6.097;122.191;0;1.566.779;587.962;0;0;2.066.126;0;0;0;938.632;2.130.723;0;0;7.561.820;0;0;9.977.926;19.323.895;4.257.733;810.952;1.215.536;0;1.587.735;0;0
R1-026;0030;ENERGÍAS DE ARAGÓN I, S.L.U. (EASA);2.019;2;0;0;0;0;0;7.033.990;0;0;0;117.736;40.476;0;0;18;0;0;0;4.873.771;144.966;0;518.493;7.790.183;0;7.054.406;0;2.820;3.580;0;120;24.692;0;11.535;120.709;0;2.121.323;785.744;0;0;4.302.154;0;0;0;1.322.627;3.015.510;0;0;8.970.660;0;0;13.670.097;23.287.467;5.561.844;1.114.836;1.766.772;0;2.212.838;0;0
R1-026;0030;ENERGÍAS DE ARAGÓN I, S.L.U. (EASA);2.019;3;0;5.128;0;0;0;4.892.399;0;0;0;74.122;24.166;0;0;16;0;0;0;3.695.224;171.306;0;380.597;5.032.742;0;4.917.049;0;602;1.295;0;80;15.447;0;2.666;71.622;0;918.132;381.420;0;0;1.656.777;0;0;0;515.138;1.118.248;0;0;2.797.740;0;0;3.935.098;16.434.127;2.458.033;383.550;557.877;0;1.214.008;0;0
R1-026;0030;ENERGÍAS DE ARAGÓN I, S.L.U. (EASA);2.019;4;0;7.784;0;0;0;7.552.710;0;0;0;125.457;33.472;0;0;4;0;0;0;5.873.517;279.594;0;564.006;7.169.813;0;5.838.428;0;1.091;2.175;0;70;27.547;0;6.538;119.492;0;1.421.325;619.501;0;0;4.128.424;0;0;0;764.721;1.976.089;0;0;4.173.420;0;0;6.441.534;24.389.822;3.800.524;687.105;1.233.456;0;2.009.060;0;0
R1-026;0030;ENERGÍAS DE ARAGÓN I, S.L.U. (EASA);2.019;5;0;52;0;0;0;12.699.846;0;0;0;135.369;68.177;0;0;20;0;0;0;8.286.628;629.154;0;1.623.987;10.265.747;0;12.728.710;0;1.581;2.403;0;40;69.917;0;8.516;192.823;0;2.007.277;895.887;0;0;3.136.115;0;0;0;1.065.189;1.889.306;0;0;9.181.320;0;0;9.402.900;38.207.977;5.383.866;840.352;1.219.650;0;2.693.566;0;0
R1-026;0030;ENERGÍAS DE ARAGÓN I, S.L.U. (EASA);2.019;6;0;17.005;0;0;0;38.025.853;0;0;0;610.644;195.659;0;0;160;0;0;0;32.224.004;1.394.900;0;3.811.755;33.323.240;0;33.815.123;0;13.963;17.854;0;310;245.817;0;67.357;581.126;0;9.208.642;4.384.742;0;0;17.994.424;0;0;0;5.913.394;12.497.434;0;0;48.724.880;0;0;67.460.917;124.157.127;24.797.639;4.680.777;6.670.621;0;8.544.419;0;0
R1-027;0134;COMPAÑÍA MELILLENSE DE GAS Y ELECTRICIDAD, S.A.;2019;1;19524097;0;0;0;0;0;0;1088974;1088974;0;0;0;0;0;0;759002;759002;0;0;0;0;0;0;3426;3426;0;0;0;0;0;0;13420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12656128;0;0;5772686;0;0;0;0;0;0
R1-027;0134;COMPAÑÍA MELILLENSE DE GAS Y ELECTRICIDAD, S.A.;2019;2;22173305;0;0;0;0;0;0;1350377;1350377;0;0;0;0;0;0;1011901;1011901;0;0;0;0;0;0;4826;4826;0;0;0;0;0;0;5470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14284502;0;0;6661792;0;0;0;0;0;0
R1-027;0134;COMPAÑÍA MELILLENSE DE GAS Y ELECTRICIDAD, S.A.;2019;3;14070285;0;0;0;0;0;0;828773;828773;0;0;0;0;0;0;606739;606739;0;0;0;0;0;0;3178;3178;0;0;0;0;0;0;7075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9070849;0;0;4334105;0;0;0;0;0;0
R1-027;0134;COMPAÑÍA MELILLENSE DE GAS Y ELECTRICIDAD, S.A.;2019;4;21987375;0;0;0;0;0;0;1359141;1359141;0;0;0;0;0;0;1012142;1012142;0;0;0;0;0;0;10976;10976;0;0;0;0;0;0;10199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14016587;0;0;6851115;0;0;0;0;0;0
R1-027;0134;COMPAÑÍA MELILLENSE DE GAS Y ELECTRICIDAD, S.A.;2019;5;27156708;0;0;0;0;0;0;1690154;1690154;0;0;0;0;0;0;1183869;1183869;0;0;0;0;0;0;32207;32207;0;0;0;0;0;0;13889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17038409;0;0;8627090;0;0;0;0;0;0
R1-027;0134;COMPAÑÍA MELILLENSE DE GAS Y ELECTRICIDAD, S.A.;2019;6;109151927;0;0;0;0;0;0;7717093;7717093;0;0;0;0;0;0;6329485;6329485;0;0;0;0;0;0;54528;54528;0;0;0;0;0;0;30320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65453709;0;0;37926803;0;0;0;0;0;0
R1-028;0339;MEDINA GARVEY ELECTRICIDAD, S.L.U.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.813.771;0;0;6.221;0;7.004.261;0;0;0;0;0;889.564;0;20.553;0;0;0;0;0;7.781.819;0;1.785.758;0;0;0;0
R1-028;0339;MEDINA GARVEY ELECTRICIDAD, S.L.U.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.430.087;0;0;12.975;0;12.731.335;0;0;0;0;0;1.235.253;0;2.772;0;0;0;0;0;10.538.875;0;2.229.308;0;0;0;0
R1-028;0339;MEDINA GARVEY ELECTRICIDAD, S.L.U.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.414.114;0;0;1.268;0;4.973.213;0;0;0;0;0;538.082;0;26.339;0;0;0;0;0;4.740.164;0;1.310.189;0;0;0;0
R1-028;0339;MEDINA GARVEY ELECTRICIDAD, S.L.U.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.151.495;0;0;2.362;0;7.702.805;0;0;0;0;0;833.707;0;84.427;0;0;0;0;0;7.329.058;0;2.093.914;0;0;0;0
R1-028;0339;MEDINA GARVEY ELECTRICIDAD, S.L.U.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.871.186;0;0;8;0;9.295.458;0;0;0;0;0;1.139.419;0;166.068;0;0;0;0;0;9.868.413;0;3.080.047;0;0;0;0
R1-028;0339;MEDINA GARVEY ELECTRICIDAD, S.L.U.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.594.505;0;0;19.220;0;51.767.747;0;0;0;0;0;4.827.765;0;343.389;0;0;0;0;0;40.469.927;0;10.085.782;0;0;0;0
R1-029;0163;DISTRIBUIDORA ELÉCTRICA DEL SIL, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78.751;0;0;0;369.843;0;0;0;0;0;0;0;165.513;0;0;0;0;0;0;71.146;27.362;135.066;0;0;0;0
R1-029;0163;DISTRIBUIDORA ELÉCTRICA DEL SIL, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63.453;0;0;0;479.202;0;0;0;0;0;0;0;141.434;0;0;0;0;0;0;90.864;35.508;191.287;0;0;0;0
R1-029;0163;DISTRIBUIDORA ELÉCTRICA DEL SIL, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.139;0;0;0;223.000;0;0;0;0;0;0;0;92.948;0;0;0;0;0;0;48.002;10.613;74.174;0;0;0;0
R1-029;0163;DISTRIBUIDORA ELÉCTRICA DEL SIL, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68.975;0;0;0;414.632;0;0;0;0;0;0;0;186.875;0;0;0;0;0;0;76.337;18.121;128.887;0;0;0;0
